course,learning objectives,keywords_str
Simex Albania induction course,"Identify the steps for packaging, handling and transporting the samples from the field to the laboratory by following the instructions of the EuFMD guide on FMD – Good sampling technique and packing in the field. ","Identify, steps, packaging, ,, handling, transporting, samples, field, laboratory, following, instructions, EuFMD, guide, FMD, –, Good, sampling, technique, packing, field, ."
Simex Albania induction course,"Explain why constructing a timeline is useful and describe how it should be interpreted, following the instructions on the presentation provided","Explain, constructing, timeline, useful, describe, interpreted, ,, following, instructions, presentation, provided"
Simex Albania induction course,"Explain the importance and the impact an FMD outbreak would have in free countries, following the video provided. ","Explain, importance, impact, FMD, outbreak, would, free, countries, ,, following, video, provided, ."
Simex Albania induction course,Explain biosecurity measures when visiting a farm with actual or suspected FMD case by following the three main principles and other instructions highlighted in the biosecurity video. ,"Explain, biosecurity, measures, visiting, farm, actual, suspected, FMD, case, following, three, main, principles, instructions, highlighted, biosecurity, video, ."
Simex Albania induction course,"Estimate the age of FMD lesions by evaluating pictures of infected animals, following the instructions provided on the video on lesion aging.  ","Estimate, age, FMD, lesions, evaluating, pictures, infected, animals, ,, following, instructions, provided, video, lesion, aging, ."
Simex Albania induction course,Describe the steps to be followed during an epidemiological enquiry in the farm as described in the Guidance on Epidemiological enquiry ,"Describe, steps, followed, epidemiological, enquiry, farm, described, Guidance, Epidemiological, enquiry"
Virtual Training Wildlife Surveillance,Summarize the measures to be implemented in case of a FAST disease outbreak in wildlife in the European Union (EU) and other countries that have experienced FAST disease outbreaks.,"Summarize, measures, implemented, case, FAST, disease, outbreak, wildlife, European, Union, (, EU, ), countries, experienced, FAST, disease, outbreaks, ."
Virtual Training Wildlife Surveillance,Provide examples of the impact of FAST diseases in wildlife. ,"Provide, examples, impact, FAST, diseases, wildlife, ."
Virtual Training Wildlife Surveillance,Explain and apply principles of epidemiological surveillance of FAST diseases in wildlife.,"Explain, apply, principles, epidemiological, surveillance, FAST, diseases, wildlife, ."
Virtual Training Wildlife Surveillance,Describe the role of wildlife in FAST disease transmission. ,"Describe, role, wildlife, FAST, disease, transmission, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Undertake rapid assessments for risk factors (and/or biosecurity practices) for FMD cases at farm level. ,"Undertake, rapid, assessments, risk, factors, (, and/or, biosecurity, practices, ), FMD, cases, farm, level, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Understand the principles of biosecurity and their application to personnel entering into FMD infected premises. ,"Understand, principles, biosecurity, application, personnel, entering, FMD, infected, premises, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),"Understand the epidemiology of FMD, including risk factors for transmission, mechanisms of disease spread, construction of timelines and forward and backward tracing. ","Understand, epidemiology, FMD, ,, including, risk, factors, transmission, ,, mechanisms, disease, spread, ,, construction, timelines, forward, backward, tracing, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),"Take appropriate samples to permit laboratory confirmation of disease, and submit them to the laboratory appropriately. ","Take, appropriate, samples, permit, laboratory, confirmation, disease, ,, submit, laboratory, appropriately, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),"Recognize the clinical signs of FMD, based on first-hand field experience of clinical cases. ","Recognize, clinical, signs, FMD, ,, based, first-hand, field, experience, clinical, cases, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Outline FMD emergency preparedness activities and disease response options available in their country. ,"Outline, FMD, emergency, preparedness, activities, disease, response, options, available, country, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Interpret laboratory results following submission of suspect FMD samples to the laboratory. ,"Interpret, laboratory, results, following, submission, suspect, FMD, samples, laboratory, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Estimate lesion ages and take appropriate clinical records. ,"Estimate, lesion, ages, take, appropriate, clinical, records, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),"Describe the global distribution, significance and impacts of FMD, and the risks and consequences of an FMD outbreak. ","Describe, global, distribution, ,, significance, impacts, FMD, ,, risks, consequences, FMD, outbreak, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),Better conduct training or awareness raising activities with the aim of increasing awareness of the signs of FMD and of risks for the livestock industry. ,"Better, conduct, training, awareness, raising, activities, aim, increasing, awareness, signs, FMD, risks, livestock, industry, ."
vReal Time Training (vRTT) (US) - induction course ( four-week open),"Apply epidemiological principles to on-farm and in-field investigations, including design of investigation forms. ","Apply, epidemiological, principles, on-farm, in-field, investigations, ,, including, design, investigation, forms, ."
vRTT Texas,Undertake rapid assessments for risk factors (and/or biosecurity practices) for FMD cases at farm level;,"Undertake, rapid, assessments, risk, factors, (, and/or, biosecurity, practices, ), FMD, cases, farm, level, ;"
vRTT Texas,Understand the principles of biosecurity and their application to personnel entering into FMD infected premises;,"Understand, principles, biosecurity, application, personnel, entering, FMD, infected, premises, ;"
vRTT Texas,"Understand the epidemiology of FMD, including risk factors for transmission, mechanisms of disease spread, construction of timelines and forward and backward tracing; ","Understand, epidemiology, FMD, ,, including, risk, factors, transmission, ,, mechanisms, disease, spread, ,, construction, timelines, forward, backward, tracing, ;"
vRTT Texas,"Take appropriate samples to permit laboratory confirmation of disease, and submit them to the laboratory appropriately; ","Take, appropriate, samples, permit, laboratory, confirmation, disease, ,, submit, laboratory, appropriately, ;"
vRTT Texas,"Recognize the clinical signs of FMD, based on first-hand field experience of clinical cases; ","Recognize, clinical, signs, FMD, ,, based, first-hand, field, experience, clinical, cases, ;"
vRTT Texas,Outline FMD emergency preparedness activities and disease response options available in their country; ,"Outline, FMD, emergency, preparedness, activities, disease, response, options, available, country, ;"
vRTT Texas,Interpret laboratory results following submission of suspect FMD samples to the laboratory; ,"Interpret, laboratory, results, following, submission, suspect, FMD, samples, laboratory, ;"
vRTT Texas,Estimate lesion ages and take appropriate clinical records; ,"Estimate, lesion, ages, take, appropriate, clinical, records, ;"
vRTT Texas,"Describe the global distribution, significance and impacts of FMD, and the risks and consequences of an FMD outbreak; ","Describe, global, distribution, ,, significance, impacts, FMD, ,, risks, consequences, FMD, outbreak, ;"
vRTT Texas,"Apply epidemiological principles to on-farm and in-field investigations, including design of investigation forms;","Apply, epidemiological, principles, on-farm, in-field, investigations, ,, including, design, investigation, forms, ;"
